Age,Area,CreditAvlb,Firsthand,FloorCount,FloorNumber,Frontage,Fuel,Furniture,Heating,MaintenanceFee,Price,Room,Town,Typeofit
0,120,Uygun,Sıfır,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,370000,4,Çankaya,Daire
6,175,Uygun,İkinci El,9,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,650000,5,Yenimahalle,Daire
20,135,Uygun,İkinci El,5,Yüksek Giriş,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,110,515000,3,Çankaya,Daire
11,217,Uygun,İkinci El,11,10,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,650,1725000,4,Çankaya,Daire
7,85,Uygun,,3,Yüksek Giriş,Batı,Doğalgaz,Eşyalı Değil,Kombi,,140000,3,Mamak,Daire
40,95,Uygun,İkinci El,14,6,Doğu,Doğalgaz,Eşyalı Değil,Kombi,50,425000,3,Çankaya,Daire
12,110,Uygun,İkinci El,3,Bahçe Katı,Doğu,Doğalgaz,Eşyalı Değil,Kombi,20,145,4,Etimesgut,Daire
3,125,Uygun,İkinci El,5,1,Kuzey,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,335000,4,Çankaya,Daire
7,125,Uygun,İkinci El,4,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,190000,4,Etimesgut,Daire
8,310,Uygun,,7,7,Güney,Doğalgaz,Eşyalı Değil,Kombi,100,690000,5,Çankaya,Daire
10,120,Uygun,İkinci El,2,2,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,215000,4,Mamak,Daire
0,185,Uygun,Sıfır,12,7,,Doğalgaz,Eşyalı Değil,Kombi,,600000,5,Pursaklar,Daire
2,200,Uygun,Sıfır,3,3,,Doğalgaz,Eşyalı Değil,Kombi,,285000,5,Mamak,Daire
35,130,Uygun,İkinci El,6,5,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,235000,4,Yenimahalle,Daire
30,98,Uygun,,,Yüksek Giriş,"Kuzey,Güney",,Eşyalı Değil,Kombi,,220000,3,Altındağ,Daire
5,350,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,795000,7,Çankaya,Daire
36,148,Uygun,İkinci El,3,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,35,445000,4,Keçiören,Daire
36,115,Uygun,İkinci El,5,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,275000,4,Çankaya,Daire
0,200,Uygun,Sıfır,,En Üst Kat,Doğu,Doğalgaz,Eşyalı Değil,Kombi,100,1080000,5,Çankaya,Daire
0,125,Uygun,Sıfır,5,3,Güney,,Eşyalı Değil,Kombi,,520000,4,Çankaya,Daire
4,133,Uygun,İkinci El,3,2,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,290000,4,Mamak,Daire
45,85,Uygun,İkinci El,3,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,144000,3,Altındağ,Daire
1,174,Uygun,Sıfır,25,16,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi,333,570000,4,Çankaya,Daire
3,200,Uygun,İkinci El,13,12,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),250,835000,5,Etimesgut,Daire
15,90,Uygun,İkinci El,3,Yüksek Giriş,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,137500,4,Etimesgut,Daire
8,250,Uygun,İkinci El,4,3,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,150,465000,6,Çankaya,Daire
10,140,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,275000,4,Keçiören,Daire
0,150,Uygun,Sıfır,13,Teras Katı,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,450000,4,Etimesgut,Daire
6,150,Uygun,İkinci El,9,8,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,100,435000,4,Etimesgut,Daire
10,175,Uygun,İkinci El,12,4,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,450,725000,5,Çankaya,Daire
1,200,Uygun,Sıfır,14,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,75,529000,4,Mamak,Daire
35,360,Uygun,Sıfır,5,Yüksek Giriş,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,340,1850000,9,Çankaya,Daire
3,120,Uygun,Sıfır,7,6,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,80,264500,4,Mamak,Daire
4,125,Uygun,İkinci El,4,4,,Doğalgaz,Eşyalı Değil,Kombi,,349000,4,Pursaklar,Daire
45,100,Uygun,İkinci El,3,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,40,475000,4,Çankaya,Daire
22,125,Uygun,İkinci El,8,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,350,465000,4,Çankaya,Daire
23,135,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,389000,4,Çankaya,Daire
12,210,Uygun,İkinci El,3,3,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,,299000,6,Etimesgut,Daire
5,135,Uygun,Sıfır,3,Bahçe Katı,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,150000,4,Polatlı,Daire
5,116,Uygun,Sıfır,12,7,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,150000,4,Etimesgut,Daire
12,110,Uygun,İkinci El,4,Yüksek Giriş,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,240000,4,Çankaya,Daire
0,110,Uygun,Sıfır,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,368000,4,Keçiören,Daire
25,110,Uygun,İkinci El,4,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,250,360000,4,Altındağ,Daire
8,135,Uygun,İkinci El,3,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,170000,4,Mamak,Daire
3,195,Uygun,Sıfır,7,7,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,920000,5,Etimesgut,Daire
3,195,Uygun,İkinci El,11,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,635000,5,Yenimahalle,Daire
1,120,Uygun,Sıfır,3,Yüksek Giriş,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,234000,3,Altındağ,Daire
1,195,Uygun,Sıfır,15,11,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,625000,5,Altındağ,Daire
35,90,Uygun,İkinci El,3,Yüksek Giriş,Doğu,Doğalgaz,Eşyalı Değil,Kombi,,140000,4,Mamak,Daire
2,120,Uygun,Sıfır,3,Bahçe Katı,,Doğalgaz,Eşyalı Değil,Kombi,100,400000,4,Çankaya,Daire
52,90,Uygun,İkinci El,7,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,30,245000,4,Çankaya,Daire
39,120,Uygun,,6,6,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,192000,4,Yenimahalle,Daire
5,120,Uygun,,,,"Kuzey,Doğu",Doğalgaz,Eşyalı,Kombi,60,305000,3,Çankaya,Daire
0,180,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,330000,5,Keçiören,Daire
30,145,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,300,655000,4,Çankaya,Daire
0,135,Uygun,Sıfır,11,9,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,100,420000,4,Mamak,Daire
22,135,Uygun,İkinci El,3,Yüksek Giriş,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,295000,4,Çankaya,Daire
6,148,Uygun,İkinci El,3,2,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,295000,4,Polatlı,Daire
0,165,Uygun,,15,12,,,Eşyalı Değil,Merkezi (Pay Ölçer),,580000,4,Altındağ,Daire
18,130,Uygun,Sıfır,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,389000,4,Çankaya,Daire
30,120,Uygun,İkinci El,10,10,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi,300,310000,4,Çankaya,Daire
6,200,Uygun,İkinci El,11,2,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),400,650000,5,Çankaya,Daire
4,180,Uygun,İkinci El,9,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,550000,5,Etimesgut,Daire
2,183,Uygun,Sıfır,13,12,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,250,515000,4,Yenimahalle,Daire
8,175,Uygun,İkinci El,5,5,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,475,700000,5,Etimesgut,Daire
6,410,Uygun,İkinci El,,En Üst Kat,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),275,1025000,6,Yenimahalle,Daire
30,110,Uygun,İkinci El,6,4,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,130,410000,3,Çankaya,Daire
25,110,Uygun,,3,3,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,,147000,3,Keçiören,Daire
15,110,Uygun,İkinci El,3,Yüksek Giriş,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı,Kombi,40,235000,4,Çankaya,Daire
1,145,Uygun,Sıfır,10,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,70,340000,4,Yenimahalle,Daire
35,150,Uygun,,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,340000,4,Altındağ,Daire
19,138,Uygun,İkinci El,2,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,35,225000,4,Keçiören,Daire
2,155,Uygun,İkinci El,10,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,100,255000,4,Akyurt,Daire
16,125,Uygun,İkinci El,3,Giriş Katı,Güney,Doğalgaz,Eşyalı Değil,Kombi,30,109000,3,Keçiören,Daire
0,160,Uygun,Sıfır,4,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,,350000,5,Sincan,Daire
11,310,Uygun,İkinci El,5,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,45,600000,7,Keçiören,Daire
15,125,Uygun,İkinci El,3,Yarı Bodrum,Güney,Doğalgaz,Eşyalı Değil,Kombi,30,218000,4,Çankaya,Daire
1,175,Uygun,İkinci El,13,2,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,520000,5,Pursaklar,Daire
3,85,Uygun,,,,,,Eşyalı Değil,Kombi,,115000,3,Mamak,Daire
0,190,Uygun,Sıfır,8,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,150,920000,5,Etimesgut,Daire
6,140,Uygun,İkinci El,3,Yüksek Giriş,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,345000,5,Gölbaşı,Daire
3,201,Uygun,İkinci El,4,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,369000,4,Sincan,Daire
10,135,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,279000,4,Pursaklar,Daire
3,160,Uygun,İkinci El,14,14,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),300,360000,4,Pursaklar,Daire
15,160,Uygun,İkinci El,4,2,Batı,Doğalgaz,Eşyalı Değil,Kombi,50,575000,4,Çankaya,Daire
8,125,Uygun,İkinci El,3,3,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,290000,4,Keçiören,Daire
40,95,Uygun,İkinci El,4,Giriş Katı,,Doğalgaz,Eşyalı Değil,Merkezi,315,455000,3,Çankaya,Daire
13,270,Uygun,İkinci El,3,3,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,254000,7,Etimesgut,Daire
2,100,Uygun,,3,Yüksek Giriş,,,Eşyalı Değil,Kombi,,315000,3,Yenimahalle,Daire
40,115,Uygun,İkinci El,6,6,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,165000,4,Yenimahalle,Daire
0,225,Uygun,Sıfır,15,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,675000,5,Keçiören,Daire
9,145,Uygun,İkinci El,5,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,144000,4,Mamak,Daire
0,100,Uygun,Sıfır,3,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,25,165000,3,Altındağ,Daire
5,90,Uygun,İkinci El,4,Giriş Katı,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,480000,3,Çankaya,Daire
2,265,Uygun,Sıfır,5,4,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,130,745000,6,Çankaya,Daire
0,95,Uygun,Sıfır,12,8,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),200,430000,3,Etimesgut,Daire
40,85,Uygun,İkinci El,3,Giriş Katı,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,300000,3,Çankaya,Daire
15,105,Uygun,İkinci El,3,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,,157500,3,Etimesgut,Daire
5,55,Uygun,İkinci El,4,2,Doğu,,Eşyalı Değil,Merkezi,35,65000,2,Mamak,Daire
0,204,Uygun,Sıfır,14,6,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,640000,5,Etimesgut,Daire
25,125,Uygun,İkinci El,5,4,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,25,165000,4,Sincan,Daire
10,90,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,137000,3,Pursaklar,Daire
6,260,Uygun,İkinci El,4,En Üst Kat,Batı,Doğalgaz,Eşyalı Değil,Kombi,100,1050000,5,Çankaya,Daire
0,125,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,175000,4,Keçiören,Daire
4,125,Uygun,İkinci El,2,Giriş Katı,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,35,400000,4,Yenimahalle,Daire
12,95,Uygun,İkinci El,3,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,35,215000,3,Çankaya,Daire
5,140,Uygun,İkinci El,10,7,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),60,412000,4,Mamak,Daire
0,225,Uygun,Sıfır,3,Teras Katı,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,370000,6,Etimesgut,Daire
0,75,Uygun,Sıfır,6,1,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,325000,2,Çankaya,Daire
22,140,Uygun,İkinci El,3,Yüksek Giriş,Doğu,Doğalgaz,Eşyalı Değil,Kombi,120,295000,9,Çankaya,Daire
25,110,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,279000,4,Çankaya,Daire
0,185,Uygun,Sıfır,12,8,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,1150000,5,Çankaya,Daire
28,105,Uygun,İkinci El,3,Bahçe Katı,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,158000,3,Keçiören,Daire
0,120,Uygun,Sıfır,7,4,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,268000,4,Sincan,Daire
7,120,Uygun,İkinci El,3,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,155000,4,Mamak,Daire
4,90,Uygun,İkinci El,26,8,"Güney,Doğu",,Eşyalı Değil,Merkezi (Pay Ölçer),500,700000,3,Çankaya,Daire
18,240,Uygun,İkinci El,4,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,525000,5,Çankaya,Daire
16,320,Uygun,,3,Teras Katı,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,670000,7,Yenimahalle,Daire
8,105,Uygun,İkinci El,3,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,295000,4,Etimesgut,Daire
0,130,Uygun değil,Sıfır,20,En Üst Kat,,Doğalgaz,Eşyalı Değil,Merkezi,,450000,2,Çankaya,Daire
5,280,Uygun,İkinci El,5,3,,Doğalgaz,Eşyalı Değil,Kombi,900,2900000,5,Çankaya,Daire
5,130,Uygun,İkinci El,4,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,239000,4,Keçiören,Daire
25,125,Uygun,,2,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,379000,4,Çankaya,Daire
7,235,Uygun,İkinci El,3,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,310000,7,Polatlı,Daire
4,130,Uygun,Sıfır,8,6,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,290000,4,Mamak,Daire
0,185,Uygun,Sıfır,12,8,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,470000,5,Keçiören,Daire
10,170,Uygun,İkinci El,3,Yüksek Giriş,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,350000,8,Çankaya,Daire
0,143,Uygun,Sıfır,7,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,345000,4,Sincan,Daire
15,110,Uygun,İkinci El,5,5,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,185000,4,Etimesgut,Daire
35,190,Uygun,İkinci El,4,4,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,350,575000,5,Çankaya,Daire
0,140,Uygun,Sıfır,3,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,30,260000,4,Altındağ,Daire
0,100,Uygun,Sıfır,3,Yüksek Giriş,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,330000,3,Keçiören,Daire
5,250,Uygun,İkinci El,3,3,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,270000,6,Mamak,Daire
18,280,Uygun,İkinci El,3,En Üst Kat,Güney,Doğalgaz,Eşyalı Değil,Kombi,30,520000,6,Yenimahalle,Daire
5,190,Uygun,İkinci El,3,Giriş Katı,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,415000,5,Keçiören,Daire
4,180,Uygun,Sıfır,3,3,"Kuzey,Doğu",,Eşyalı Değil,Kombi,100,750000,5,Çankaya,Daire
12,280,Uygun,İkinci El,10,10,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,839000,5,Çankaya,Daire
8,120,Uygun,İkinci El,3,Yüksek Giriş,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,175000,4,Keçiören,Daire
20,175,Uygun,İkinci El,6,Yüksek Giriş,Batı,Doğalgaz,Eşyalı Değil,Kombi,150,800000,5,Yenimahalle,Daire
15,135,Uygun,İkinci El,4,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,525000,4,Çankaya,Daire
25,125,Uygun,,3,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,365000,4,Çankaya,Daire
0,235,Uygun değil,Sıfır,20,20,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,815000,5,Çankaya,Daire
0,176,Uygun,Sıfır,14,5,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,398,595000,4,Çankaya,Daire
1,195,Uygun,İkinci El,13,6,,Elektrik,Eşyalı Değil,Merkezi (Pay Ölçer),,985000,5,Çankaya,Daire
10,148,Uygun,İkinci El,10,9,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,430000,4,Etimesgut,Daire
2,220,Uygun,İkinci El,3,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,268000,5,Mamak,Daire
9,209,Uygun,İkinci El,3,2,,Doğalgaz,Eşyalı Değil,Kombi,60,690000,5,Çankaya,Daire
20,110,Uygun,İkinci El,,,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,150,460000,4,Çankaya,Daire
13,125,Uygun,İkinci El,4,4,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,60,350000,3,Çankaya,Daire
0,225,Uygun,Sıfır,15,8,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,1,229000,5,Etimesgut,Daire
3,130,Uygun,İkinci El,3,2,,Doğalgaz,Eşyalı Değil,Kombi,,330000,4,Keçiören,Daire
12,390,Uygun,İkinci El,7,7,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,350,1215000,7,Çankaya,Daire
7,85,Uygun,İkinci El,12,12,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),117,85000,3,Etimesgut,Daire
30,100,Uygun,İkinci El,3,Yüksek Giriş,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,280000,3,Çankaya,Daire
0,145,Uygun,Sıfır,5,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,238000,4,Altındağ,Daire
0,145,Uygun,,3,3,,,Eşyalı Değil,Kombi,,790000,4,Çankaya,Daire
0,150,Uygun,Sıfır,7,7,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,285000,4,Altındağ,Daire
1,85,Uygun,Sıfır,11,2,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,53000,3,Mamak,Daire
10,145,Uygun,İkinci El,10,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,306,520000,4,Yenimahalle,Daire
1,110,Uygun,İkinci El,13,6,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),195,339000,3,Etimesgut,Daire
0,180,Uygun,Sıfır,3,1,Batı,Doğalgaz,Eşyalı Değil,Kombi,20,375000,5,Altındağ,Daire
5,150,Uygun,Sıfır,5,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,,165000,4,Yenimahalle,Daire
35,120,Uygun,Sıfır,4,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,340000,4,Çankaya,Daire
30,170,Uygun,İkinci El,2,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,435000,4,Keçiören,Daire
20,100,Uygun,İkinci El,5,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,311,255000,4,Etimesgut,Daire
29,145,Uygun,İkinci El,7,2,Güney,Doğalgaz,Eşyalı Değil,Kombi,30,217000,5,Çankaya,Daire
35,90,Uygun,İkinci El,3,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,,200000,4,Altındağ,Daire
2,175,Uygun,İkinci El,3,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,150,1300000,4,Çankaya,Daire
24,175,Uygun,,4,1,"Güney,Doğu",,Eşyalı Değil,Merkezi,600,560000,5,Çankaya,Daire
9,155,Uygun,İkinci El,3,2,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,405000,4,Çankaya,Daire
4,165,Uygun,İkinci El,15,4,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,425000,4,Yenimahalle,Daire
5,165,Uygun,,12,10,,Doğalgaz,Eşyalı,Kombi,,359000,4,Pursaklar,Daire
25,135,Uygun,İkinci El,5,5,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,295000,4,Yenimahalle,Daire
28,115,Uygun,İkinci El,3,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,,265000,4,Keçiören,Daire
15,105,Uygun,İkinci El,22,13,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,150,520000,3,Çankaya,Daire
6,55,Uygun,İkinci El,4,1,Doğu,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,61000,2,Mamak,Daire
20,120,Uygun,İkinci El,8,7,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,350,499000,3,Çankaya,Daire
25,86,Uygun,İkinci El,3,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,168000,3,Çankaya,Daire
15,200,Uygun,,,Çatı Katı,Güney,Doğalgaz,Eşyalı Değil,Kombi,,205000,6,Polatlı,Daire
17,115,Uygun,,5,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,,250000,4,Etimesgut,Daire
6,156,Uygun,İkinci El,4,1,Kuzey,Doğalgaz,Eşyalı Değil,Kombi,100,395000,4,Çankaya,Daire
35,125,Uygun,,4,Giriş Katı,"Güney,Doğu",,Eşyalı Değil,Merkezi,,425000,4,Çankaya,Daire
25,185,Uygun,,2,1,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,470,680000,5,Çankaya,Daire
0,155,Uygun,Sıfır,9,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,60,270000,4,Mamak,Daire
3,250,Uygun,İkinci El,15,10,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),520,1300000,5,Çankaya,Daire
2,125,Uygun,İkinci El,3,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,225000,4,Mamak,Daire
5,145,Uygun,,5,2,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,150,660000,4,Çankaya,Daire
5,125,Uygun,Sıfır,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,290000,4,Etimesgut,Daire
15,130,Uygun,İkinci El,4,2,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,40,220000,4,Keçiören,Daire
0,160,Uygun,Sıfır,11,5,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,360000,4,Mamak,Daire
20,140,Uygun,İkinci El,5,5,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,248000,4,Yenimahalle,Daire
9,150,Uygun,İkinci El,4,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,550000,4,Çankaya,Daire
0,125,Uygun,Sıfır,4,1,,Doğalgaz,Eşyalı Değil,Kombi,,285000,4,Sincan,Daire
30,75,Uygun,İkinci El,5,5,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,20,120000,3,Sincan,Daire
1,180,Uygun,Sıfır,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,350,680000,4,Çankaya,Daire
15,130,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,315000,4,Etimesgut,Daire
