Age,Area,CreditAvlb,Firsthand,FloorCount,FloorNumber,Frontage,Fuel,Furniture,Heating,MaintenanceFee,Price,Room,Town,Typeofit
10,145,Uygun,İkinci El,8,5,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,369000,4,Pursaklar,Daire
16,270,Uygun,İkinci El,,3,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,390000,6,Yenimahalle,Daire
7,275,Uygun,İkinci El,3,2,Güney,Doğalgaz,Eşyalı Değil,Kombi,60,525000,6,Çankaya,Daire
5,175,Uygun,İkinci El,11,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,425000,4,Yenimahalle,Daire
30,130,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,590000,255,Çankaya,Daire
16,165,Uygun,İkinci El,5,2,,Doğalgaz,Eşyalı Değil,Kombi,,395000,5,Keçiören,Daire
28,120,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,295000,4,Keçiören,Daire
35,100,Uygun,,3,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi,,450000,3,Çankaya,Daire
20,130,Uygun,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,20,185000,4,Sincan,Daire
10,280,Uygun,İkinci El,4,4,,Doğalgaz,Eşyalı Değil,Kombi,50,550000,6,Çankaya,Daire
11,130,Uygun,İkinci El,5,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,350000,4,Keçiören,Daire
18,145,Uygun,,11,11,,,Eşyalı Değil,Merkezi,,625000,4,Çankaya,Daire
40,45,Bilinmiyor,,4,Yüksek Giriş,,Doğalgaz,Eşyalı,Kombi,,149000,2,Çankaya,Daire
18,115,Uygun,İkinci El,3,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,20,134000,4,Sincan,Daire
19,130,Uygun,Sıfır,7,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,400,525000,4,Çankaya,Daire
19,130,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,40,218000,4,Çankaya,Daire
4,150,Uygun,,,,,,Eşyalı Değil,Kombi,,210000,4,Altındağ,Daire
34,100,Uygun,İkinci El,3,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,20,210000,4,Altındağ,Daire
0,125,Uygun,Sıfır,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,330000,4,Keçiören,Daire
1,65,Uygun,Sıfır,12,8,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,280000,2,Etimesgut,Daire
10,135,Uygun,İkinci El,10,7,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,245,370000,4,Yenimahalle,Daire
0,240,Uygun,Sıfır,4,4,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,1250000,5,Çankaya,Daire
0,140,Uygun,Sıfır,5,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,,255000,4,Altındağ,Daire
8,120,Uygun,İkinci El,3,1,Doğu,Doğalgaz,Eşyalı,Kombi,35,160000,4,Mamak,Daire
4,195,Uygun,İkinci El,15,11,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,200,615000,5,Keçiören,Daire
25,130,Uygun,İkinci El,3,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,190,397000,4,Çankaya,Daire
11,135,Uygun,İkinci El,3,2,,Doğalgaz,Eşyalı Değil,Kombi,20,110000,4,Mamak,Daire
5,150,Uygun,İkinci El,5,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,75,435000,4,Çankaya,Daire
0,135,Uygun,Sıfır,3,3,Doğu,Doğalgaz,Eşyalı Değil,Kombi,35,270000,4,Altındağ,Daire
0,125,Uygun,Sıfır,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,285000,4,Mamak,Daire
15,125,Uygun,İkinci El,5,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,189000,4,Mamak,Daire
12,120,Uygun,İkinci El,5,Ara Kat,Güney,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,195000,4,Keçiören,Daire
0,262,Uygun,Yapım Aşamasında,17,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,835000,5,Keçiören,Daire
11,320,Uygun,İkinci El,3,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,,480000,7,Yenimahalle,Daire
18,130,Uygun,İkinci El,3,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,340000,4,Çankaya,Daire
22,420,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,700000,8,Çankaya,Daire
14,98,Uygun,İkinci El,13,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,350,382000,3,Çankaya,Daire
0,223,Uygun,Sıfır,25,12,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),750,1225000,6,Çankaya,Daire
25,135,Uygun,İkinci El,3,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi,280,369000,4,Çankaya,Daire
0,170,Uygun,Sıfır,3,2,Güney,Doğalgaz,Eşyalı Değil,Kombi,,207000,5,Mamak,Daire
9,135,Uygun,İkinci El,4,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,225000,4,Çankaya,Daire
3,175,Uygun,İkinci El,12,1,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,370000,5,Pursaklar,Daire
19,125,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,300000,4,Çankaya,Daire
10,213,Uygun,İkinci El,13,Giriş Katı,Güney,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),500,780000,5,Etimesgut,Daire
2,170,Uygun,İkinci El,14,8,"Güney,Batı",Doğalgaz,Eşyalı,Kombi,150,495000,4,Altındağ,Daire
30,110,Uygun,İkinci El,6,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,117000,4,Keçiören,Daire
6,65,Uygun,İkinci El,14,5,Doğu,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),90,279000,2,Etimesgut,Daire
13,145,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,237000,4,Mamak,Daire
11,75,Uygun,İkinci El,3,Giriş Katı,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,,154000,3,Etimesgut,Daire
1,265,Uygun,Sıfır,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,1150000,5,Çankaya,Daire
4,280,Uygun,Sıfır,12,Teras Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,100,590000,6,Mamak,Daire
0,106,Uygun,Sıfır,23,6,Batı,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,485000,3,Etimesgut,Daire
10,115,Uygun,İkinci El,4,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,184999,3,Çankaya,Daire
20,120,Uygun,İkinci El,4,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,40,340000,4,Çankaya,Daire
0,145,Uygun,Sıfır,5,5,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,550000,3,Çankaya,Daire
10,150,Uygun,İkinci El,7,Giriş Katı,,Doğalgaz,Eşyalı Değil,Kombi,,230000,4,Pursaklar,Daire
5,115,Uygun,Sıfır,4,Zemin,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,109999,4,Mamak,Daire
19,280,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,530000,6,Keçiören,Daire
13,120,Uygun,,3,3,,,Eşyalı Değil,Kombi,,208000,4,Mamak,Daire
0,188,Uygun,Sıfır,4,4,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,375000,5,Mamak,Daire
10,150,Uygun,İkinci El,41,21,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),500,620000,4,Mamak,Daire
0,145,Uygun,Sıfır,12,5,Doğu,Doğalgaz,Eşyalı Değil,Kombi,100,450000,4,Mamak,Daire
10,145,Uygun,İkinci El,4,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,50,425000,6,Çankaya,Daire
0,145,Uygun,Sıfır,6,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,310000,4,Altındağ,Daire
11,125,Uygun,İkinci El,6,3,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,120,365000,4,Çankaya,Daire
0,190,Uygun,Sıfır,4,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,675000,6,Keçiören,Daire
0,130,Uygun,Sıfır,6,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,60,279500,4,Çankaya,Daire
15,220,Uygun,İkinci El,4,4,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,335000,5,Çankaya,Daire
2,136,Uygun,Sıfır,12,8,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),400,695000,3,Çankaya,Daire
20,140,Uygun,İkinci El,3,1,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,,379000,4,Keçiören,Daire
6,215,Uygun,İkinci El,11,9,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,200,624000,5,Etimesgut,Daire
18,130,Uygun,İkinci El,11,11,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,150,555000,4,Çankaya,Daire
20,125,Uygun,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,245000,4,Keçiören,Daire
25,120,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,235000,4,Mamak,Daire
10,110,Uygun,İkinci El,3,Giriş Katı,,Doğalgaz,Eşyalı Değil,Kombi,,139000,3,Pursaklar,Daire
4,150,Uygun,İkinci El,2,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,335000,5,Etimesgut,Daire
0,125,Uygun,Sıfır,3,2,,Doğalgaz,Eşyalı Değil,Kombi,,290000,4,Pursaklar,Daire
0,65,Uygun,Sıfır,15,2,Güney,Doğalgaz,Eşyalı Değil,Merkezi,,249000,2,Çankaya,Daire
0,100,Uygun,Sıfır,2,1,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,445000,3,Çankaya,Daire
25,160,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,380000,5,Keçiören,Daire
20,125,Uygun,İkinci El,3,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,185000,4,Sincan,Daire
2,105,Uygun,Sıfır,15,13,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),240,335000,2,Yenimahalle,Daire
7,130,Uygun,İkinci El,4,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,133000,4,Etimesgut,Daire
4,170,Uygun,İkinci El,4,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,260000,5,Çubuk,Daire
17,120,Uygun,İkinci El,3,1,Batı,Doğalgaz,Eşyalı Değil,Kombi,40,290000,4,Çankaya,Daire
0,145,Uygun,Sıfır,4,Yüksek Giriş,,Doğalgaz,Eşyalı Değil,Kombi,100,950000,5,Çankaya,Daire
2,268,Uygun,Sıfır,30,6,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,650,985000,5,Gölbaşı,Daire
20,300,Uygun,İkinci El,4,4,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,320000,6,Etimesgut,Daire
39,80,Uygun,İkinci El,3,1,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,15,110000,3,Mamak,Daire
0,210,Uygun,Sıfır,11,7,"Kuzey,Doğu,Batı",Elektrik,Eşyalı Değil,Merkezi,,890000,5,Çankaya,Daire
11,120,Uygun,İkinci El,7,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,35,135999,4,Mamak,Daire
10,105,Uygun,İkinci El,3,Yüksek Giriş,Doğu,Doğalgaz,Eşyalı Değil,Kombi,30,155000,4,Mamak,Daire
7,94,Uygun,İkinci El,13,8,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),117,150000,3,Etimesgut,Daire
0,130,Uygun,Sıfır,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,100,630000,4,Çankaya,Daire
13,135,Uygun,İkinci El,9,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,150,345000,4,Yenimahalle,Daire
4,140,Uygun,İkinci El,3,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,178000,4,Keçiören,Daire
0,195,Uygun,Sıfır,27,21,,Doğalgaz,Eşyalı Değil,Kombi,,870000,5,Keçiören,Daire
8,115,Uygun,İkinci El,3,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,310000,4,Keçiören,Daire
40,130,Uygun,İkinci El,4,Yüksek Giriş,,Doğalgaz,Eşyalı Değil,Kombi,,350000,4,Çankaya,Daire
20,135,Uygun,İkinci El,2,Yüksek Giriş,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,315000,4,Çankaya,Daire
0,195,Uygun,Sıfır,18,16,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,550000,5,Keçiören,Daire
5,250,Uygun,İkinci El,5,En Üst Kat,Doğu,Doğalgaz,Eşyalı Değil,Kombi,30,400000,5,Mamak,Daire
15,120,Uygun,İkinci El,4,3,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,60,195000,4,Sincan,Daire
0,220,Uygun,Sıfır,,,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,550000,5,Keçiören,Daire
5,199,Uygun,Sıfır,3,3,Doğu,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),289,495000,5,Etimesgut,Daire
22,90,Uygun,İkinci El,3,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,239000,2,Çankaya,Daire
8,120,Uygun,İkinci El,3,3,,Doğalgaz,Eşyalı Değil,Kombi,,268000,4,Pursaklar,Daire
20,110,Uygun,İkinci El,3,2,Batı,Doğalgaz,Eşyalı Değil,Kombi,,200000,4,Mamak,Daire
22,125,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,319000,4,Çankaya,Daire
15,125,Uygun,İkinci El,3,2,Güney,Doğalgaz,Eşyalı Değil,Kombi,,262000,4,Mamak,Daire
14,285,Uygun,İkinci El,5,5,Doğu,Doğalgaz,Eşyalı Değil,Kombi,100,495000,8,Çankaya,Daire
30,115,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,270000,4,Keçiören,Daire
10,110,Uygun,Sıfır,6,2,,Doğalgaz,Eşyalı Değil,Kombi,50,420000,3,Çankaya,Daire
30,120,Uygun,İkinci El,3,3,,Doğalgaz,Eşyalı Değil,Kombi,,197000,3,Altındağ,Daire
4,180,Uygun,,6,4,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,443000,5,Polatlı,Daire
10,290,Uygun,İkinci El,3,3,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,40,424000,7,Etimesgut,Daire
15,250,Uygun,İkinci El,3,Teras Katı,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,425000,6,Yenimahalle,Daire
10,115,Uygun,İkinci El,3,1,,Doğalgaz,Eşyalı Değil,Kombi,,209000,3,Pursaklar,Daire
0,135,Uygun,Sıfır,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,35,270000,4,Altındağ,Daire
4,95,Uygun,İkinci El,4,3,Doğu,Doğalgaz,Eşyalı Değil,Kombi,,135000,3,Mamak,Daire
5,100,Uygun,İkinci El,4,1,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,255000,3,Çankaya,Daire
10,115,Uygun,,3,1,,Doğalgaz,Eşyalı Değil,Kombi,,189000,4,Pursaklar,Daire
4,125,Uygun,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,175000,4,Keçiören,Daire
0,165,Uygun,Sıfır,13,10,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,530000,5,Mamak,Daire
11,110,Uygun,İkinci El,3,1,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,350000,3,Yenimahalle,Daire
10,175,Uygun,İkinci El,4,1,,Doğalgaz,Eşyalı Değil,Kombi,100,495000,5,Çankaya,Daire
6,120,Uygun,İkinci El,11,Ara Kat,Güney,Doğalgaz,Eşyalı Değil,Kombi,70,300000,4,Mamak,Daire
9,95,Uygun,İkinci El,4,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,175000,3,Etimesgut,Daire
38,75,Uygun,İkinci El,3,Bahçe Katı,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,85000,3,Mamak,Daire
15,220,Uygun,İkinci El,3,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,35,228000,5,Mamak,Daire
15,170,Uygun,İkinci El,3,Giriş Katı,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,195000,5,Keçiören,Daire
20,77,Uygun,İkinci El,2,1,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,30,145000,2,Çankaya,Daire
25,105,Uygun,İkinci El,3,Giriş Katı,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,275000,3,Çankaya,Daire
2,98,Uygun,İkinci El,3,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,110,300000,3,Çankaya,Daire
10,105,Uygun,İkinci El,3,1,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,273000,4,Etimesgut,Daire
15,145,Uygun,İkinci El,11,6,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,110,355000,4,Yenimahalle,Daire
6,180,Uygun,İkinci El,12,1,Güney,Doğalgaz,Eşyalı Değil,Merkezi,450,675000,5,Çankaya,Daire
10,150,Uygun,İkinci El,4,Giriş Katı,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,390000,4,Çankaya,Daire
9,160,Uygun,,11,7,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),50,450000,4,Yenimahalle,Daire
6,135,Uygun,İkinci El,3,1,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,75,300000,4,Çankaya,Daire
10,110,Uygun,İkinci El,3,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı,Kombi,30,185000,4,Mamak,Daire
4,195,Uygun,İkinci El,11,10,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),125,560000,5,Keçiören,Daire
0,185,Uygun,Sıfır,10,2,Güney,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,490000,5,Keçiören,Daire
13,120,Uygun,İkinci El,3,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,285000,4,Mamak,Daire
7,130,Uygun,İkinci El,3,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,50,295000,4,Keçiören,Daire
22,190,Uygun,İkinci El,2,2,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,399000,5,Çankaya,Daire
10,120,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,200000,4,Mamak,Daire
2,190,Uygun,İkinci El,16,14,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,200,685000,5,Yenimahalle,Daire
25,125,Uygun,,2,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,379000,4,Çankaya,Daire
12,260,Uygun,İkinci El,8,5,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,200,1150000,5,Çankaya,Daire
20,115,Uygun,İkinci El,3,1,Batı,Doğalgaz,Eşyalı Değil,Kombi,40,270000,3,Çankaya,Daire
30,110,Uygun,İkinci El,3,Giriş Katı,Güney,Doğalgaz,Eşyalı Değil,Kombi,25,165000,4,Keçiören,Daire
6,240,Uygun,İkinci El,4,4,,Doğalgaz,Eşyalı,Kombi,75,600000,6,Çankaya,Daire
18,110,Uygun,İkinci El,4,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,35,180000,4,Mamak,Daire
0,135,Uygun,Sıfır,3,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,35,170000,4,Altındağ,Daire
25,135,Uygun,İkinci El,4,3,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,270000,4,Keçiören,Daire
0,139,Uygun,Sıfır,8,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,60,436000,4,Altındağ,Daire
26,145,Uygun,İkinci El,8,Yüksek Giriş,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,,285000,4,Etimesgut,Daire
7,169,Uygun,İkinci El,12,7,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,,155000,5,Altındağ,Daire
2,282,Uygun,Sıfır,28,19,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,1300000,5,Gölbaşı,Daire
7,85,Uygun,İkinci El,11,8,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),95,90000,3,Etimesgut,Daire
2,115,Uygun,İkinci El,2,2,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,525000,3,Çankaya,Daire
16,120,Uygun,İkinci El,3,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,30,255000,4,Keçiören,Daire
14,220,Uygun,İkinci El,3,3,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,,299000,6,Etimesgut,Daire
8,250,Uygun,İkinci El,3,En Üst Kat,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,430000,6,Mamak,Daire
11,80,Uygun,İkinci El,2,Yüksek Giriş,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,186000,3,Çankaya,Daire
25,95,Uygun,İkinci El,5,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,400,450000,3,Çankaya,Daire
20,115,Uygun,İkinci El,2,Bahçe Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,20,168000,4,Çankaya,Daire
25,125,Uygun,İkinci El,8,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,35,315000,4,Çankaya,Daire
14,90,Uygun,,,,,,Eşyalı Değil,Kombi,,159000,4,Keçiören,Daire
5,130,Uygun,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,188000,4,Keçiören,Daire
23,125,Uygun,İkinci El,3,2,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,25,259000,4,Pursaklar,Daire
25,135,Uygun,Sıfır,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,250,425000,4,Çankaya,Daire
1,75,Uygun,,11,1,,,Eşyalı Değil,Merkezi (Pay Ölçer),245,425000,3,Yenimahalle,Daire
25,140,Uygun,İkinci El,3,3,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,298000,4,Keçiören,Daire
25,110,Uygun,İkinci El,5,5,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,235000,3,Yenimahalle,Daire
0,115,Uygun,Sıfır,3,Yüksek Giriş,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,250000,4,Keçiören,Daire
0,200,Uygun,Sıfır,3,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,,329000,5,Keçiören,Daire
20,110,Uygun,İkinci El,2,1,"Güney,Doğu",Doğalgaz,Eşyalı,Kombi,20,179000,3,Çankaya,Daire
0,115,Uygun,Sıfır,6,Yüksek Giriş,Güney,Doğalgaz,Eşyalı Değil,Kombi,30,165000,3,Altındağ,Daire
12,135,Uygun,İkinci El,4,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,241000,4,Keçiören,Daire
0,270,Uygun,Sıfır,7,7,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,100,650000,6,Çankaya,Daire
42,120,Uygun,İkinci El,6,6,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,320000,4,Çankaya,Daire
5,137,Uygun,İkinci El,5,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,340000,4,Çankaya,Daire
0,170,Uygun,Sıfır,3,1,,Doğalgaz,Eşyalı Değil,Kombi,,525000,4,Etimesgut,Daire
28,120,Uygun,İkinci El,8,Zemin,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,350,375000,4,Çankaya,Daire
0,145,Uygun,Sıfır,14,10,Doğu,Doğalgaz,Eşyalı Değil,Merkezi,,420000,4,Sincan,Daire
6,116,Uygun,İkinci El,13,11,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,90,160000,4,Keçiören,Daire
20,100,Uygun,İkinci El,3,Giriş Katı,Güney,Doğalgaz,Eşyalı Değil,Merkezi,300,335000,3,Çankaya,Daire
0,118,Uygun,İkinci El,4,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,355000,3,Çankaya,Daire
0,169,Uygun değil,Sıfır,9,4,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),149,135000,4,Altındağ,Daire
20,270,Uygun,İkinci El,2,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,350000,6,Keçiören,Daire
0,95,Uygun,Sıfır,6,5,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,575000,2,Çankaya,Daire
0,221,Uygun,,21,9,,,Eşyalı Değil,Merkezi (Pay Ölçer),,1455000,5,Çankaya,Daire
14,110,Uygun,İkinci El,5,4,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,75,100000,4,Mamak,Daire
14,220,Uygun,İkinci El,4,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,20,330000,5,Mamak,Daire
0,275,Uygun,Sıfır,11,11,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),250,1100000,5,Çankaya,Daire
2,70,Uygun,Sıfır,3,1,,Doğalgaz,Eşyalı Değil,Kombi,,345000,2,Çankaya,Daire
8,140,Uygun,İkinci El,3,En Üst Kat,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,543000,5,Yenimahalle,Daire
35,130,Uygun,İkinci El,12,5,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,300,599000,4,Keçiören,Daire
5,150,Uygun,İkinci El,3,Giriş Katı,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,215000,4,Keçiören,Daire
